Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
SAMAKONA," peche, produits de la peche ou de l'agriculture", Imm Le Dauphin 2e Etage N12 Agadir Port,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 5211,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
TIMOUCHE ESCARGOTS," marchand en gros d'escargots (et elevage des escargots), marchand effectuant l'import export, tenant une agence d'organisation commerciale et technique (foires)", Imm 6 Appt 8 Rue De La Liberte Gueliz,Marrakech,31.635646 : -8.011439, 25427,Tribunal de Marrakech, 000071416000031,Societe a Responsabilite Limitee, 10 000 
LA DORURE," artisan en bijouterie et transformation, import export", 17 Place Pasteur Qu Hopitaux Maarif,Casablanca,33.573825 : -7.62511, 133259,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
SOCIETE ETOILE IMPORT & EXPORT, toutes transactions et negoces, 119 Toualat Mouassine,Marrakech,31.629878718 : -7.991950041, 10975,Tribunal de Marrakech, 000070014000055,Societe a Responsabilite Limitee, 100 000 
RIF (MINERAL DU), entrepreneur de la gestion d'exploitation agricole, Douar Rkabiynie Route De Casa,Rabat,34.015049 : -6.83272, 30847,Tribunal de Rabat,,Societe a Responsabilite Limitee, 1 000 000 
MOHAMED (STE FONCIERE DE SIDI) (FOSIMO), achat vente echange immeubles batis sur non operations de prets depots commissions sommions, 51 Rue Nationale,Casablanca,33.58694440000001 : -7.6111111000000164, 13789,Tribunal de Casablanca,,Societe Anonyme, 125 000 
BASCO-MAROCAINES (PECHERIES) (PEBANA), industrie de la peche et fabrique de conserves alimentaires et de tous produits, Route Du Djorf El Youdi,Safi,32.310059 : -9.236617000000024, 2671,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 15 000 
MONIN (ENTREPRISE), travaux publics et particuliers camionage fabrication et vente de tous materiaux, 2 Rue D'anjou,Casablanca,33.59528 : -7.61007, 10909,Tribunal de Casablanca,,Societe Anonyme, 2 000 000 
SOCIETE MAROCOKOWEITIENNE D'ETUDE ET DE PROMOTION IMMOBILIERE (SOMAKEPI)," la societe a pour objet : -la promotion immobiliere visee par la loi ndeg 7.88 promulguee par dahir ndeg 1.88 du 19 mai 1988. -l'exploitation et l'edification de toutes constructions destinees a usage d'habitation ou a usage commercial, professionnel et l'elaboration pour tous immeubles des reglements de copropriete. -l'etude et la realisation sur les terrains acquis de toutes operations de lotissements. -l'acquisition, l'exploitation, la gestion et la revente de tous biens et droits mobiliers et immobiliers -gerance, courtage et toutes transactions immobilieres. -importation, la vente, location et la representation de tous materiaux relatifs a la realisation de l'objet social. -l'etude et travaux de construction et genie civil, travaux de tous corps d'etat, terrassement, voierie, etancheite, peinture, plomberie, menuiserie."," 149, Avenue Lalla Yacout, Bureau N85",Casablanca,33.589266 : -7.609854, 168595,Tribunal de Casablanca, 000514365000023,Societe a Responsabilite Limitee, 10 000 
FORMACONSEIL-PLUS," assistance, conseil, formation, negoce en general", 16 Rue De Foucauld 10eme Etage,Casablanca,33.58694440000001 : -7.6111111000000164, 64827,Tribunal de Casablanca, 001674464000008,Societe a Responsabilite Limitee, 200 000 
JAMAI IMPORT EXPORT, import export, Im N?21 N14 El Massira Bmo,Meknes,33.895 : -5.554722200000015, 18991,Tribunal de Meknes,,Societe a Responsabilite Limitee, 100 000 
ATLAS D'ESES DE CONSTRUCTIONS ET DE TRAVAUX PUBLICS (STE) (SAECT), entreprises generales de consructions, 52 Rue De Senegal,Rabat,34.020475 : -6.846305, 14973,Tribunal de Rabat,,Societe Anonyme, 11 600 
HALABI JIRARI IMMOBILIA 2010, courtier d'immeuble, Hay Masrour 1 Angle Av Du Cair Rue Riad N 170,Rabat,34.017999 : -6.829219, 60269,Tribunal de Rabat,,Societe en Nom Collectif, 100 000 
3 B CALL," centre d'appels, negoce", 61 Av Lalla Yacout Centre Commercial Riad 3e Etage Bureau 8,Casablanca,33.591 : -7.61333, 158371,Tribunal de Casablanca, 000092770000041,Societe a Responsabilite Limitee, 100 000 
CASABLANCA TRAVEL AND TOURS, transport de tourisme, N3 Rue Du Calavon Bd Abdelmoumen,Casablanca,33.578428 : -7.624644, 149867,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
EDEN STORE," tenant magasin d'alimentation generale, boucherie", Cc Nadia Route El Jadida Cite Plateau Imm 1 Rdc N1,Casablanca,33.532301 : -7.6734, 74515,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 000 
OMNIUM INDUSTRIEL MAROCAIN," achat,vente,negoce en general de tous produits bruts ou manufactures marchandises, denrees et materiel industriels ou agricoles", 51 Bd Joffre,Casablanca,33.58694440000001 : -7.6111111000000164, 18737,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
CIE DES CHEMIN DE FER DU MAROC, exploitation d'un hotel par la compagnie, 79 Rue Colbert,Casablanca,33.58694440000001 : -7.6111111000000164, 18581,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CASABLANCAISE DE BATIMENT (ESE) (ENCABA), travaux publics et prives commerce de carreaux exploitation de tous immeubles, 9 Avenue Du Phare,Casablanca,33.59726 : -7.64574, 19537,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
FYDEL BAT, entrepreneur de batiment, Lotissement Chefchaouni I N76,Casablanca,33.533333 : -7.583333, 81715,Tribunal de Casablanca, 001428810000097,Societe a Responsabilite Limitee, 200 000 
PETROLES DU NORD AFRICAIN (P.N.A)," achat, vente, import-export de carburants et lubrifiants", 31 Av Sakia Hamra,Laayoune (M),27.163257 : -13.206504, 939,Tribunal de Laayoune, 001823128000037,Societe Anonyme, 50 000 000 
HINLERIES DE MEKNES (STE LES), creation et exploitation d'huileries operations commerces et s'y rapportant, 1 Rue Kzadria,Meknes,33.895 : -5.554722200000015, 6098,Tribunal de Fes,,Societe a Responsabilite Limitee, 1 200 000 
M'DIQ (NORD MAROCAINE D'INDUSTRIE CHIMIQUE DE) (NORMDIQ), utilisation des produits chimiques, Route De La Marsa,Tetouan,35.57621 : -5.368434999999977, 1347,Tribunal de Tetouan,,Societe Anonyme, 100 000 
HUTIMA, fabrication d'articles de bonneterie et leur commerce et operations connexes, 5 Rue Martiniere,Rabat,34.015049 : -6.832719999999995, 13582,Tribunal de Rabat,,Societe Anonyme, 4 000 000 
MAGHREBIENNE INDUSTRIELLE ET COMMERCIALE (MIC), armement a la peche sous toutes ses formes ainsi que le commerce sous toutes ses formes de tous produits de la peche la consignation etc, Place Talbordjt,Agadir-Ida Ou Tanane,30.427755 : -9.598107, 2311,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
INTER CONTACT POST, etudes sectoielles et production d'informations, 792 Sectorielles Et Production D'informations,Casablanca,33.533333 : -7.583333, 50221,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
AFRICAINE INDUSTRIELLE ET AUTOMOBILE ANCIENNE AGENCE INDUSTRIELLE ET AUTOMOBILE (STE)," vente d'automobiles, de toute guincaillerie et electricite", 1 Rue De Bouskoura,Casablanca,33.58694440000001 : -7.6111111000000164, 1045,Tribunal de Casablanca,,Societe Anonyme, 12 000 000 
AFRICAINE DES BENTONITES (STE), amodiation et exploitation de mines et carrieres, 18 Avenue Pere De Foucould,Rabat,34.015049 : -6.832719999999995, 14689,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000 
ABEX IMPORT EXPORT, import export, Avenue Ibn Sina Imm 5 Appt 4 Vn,Meknes,33.89978 : -5.53243, 18919,Tribunal de Meknes,,Societe a Responsabilite Limitee, 1 000 000 
JABAR IMPORT EXPORT, import-export, Hay El Massira Rue Smara N224,Oujda-Angad,34.6866667 : -1.91138890000002, 15043,Tribunal de Oujda,,Societe a Responsabilite Limitee, 100 000 
SALAH (STE D'ARMEMENT ET DE PECHE), promotion pour la peche, 81 Avenue Du Prince Heritier,Tanger-Assilah,35.7772 : -5.81155, 4879,Tribunal de Tanger,,Societe a Responsabilite Limitee, 10 000 
MARASSUR," loueur de vehicules automobile, l'etude et realisation de tous placements ou investissement, la gestion du portefeuille ainsi acquis: la prestation et la commercialisation de tous services, generalement toutes oper. fin. com. mob...", Place Mohamed V N26,Casablanca,33.58694440000001 : -7.6111111000000164, 70877,Tribunal de Casablanca,,Societe Anonyme, 100 000 
HARHOURA METAL, vente de materiaux de construction, Av Hassan Ii R P 1 Km 15.7,Skhirate- Temara,33.850816 : -7.039649, 49759,Tribunal de Rabat, 001777976000045,Societe a Responsabilite Limitee, 1 000 000 
STE NOSY IMPORT EXPORT DE TOUS PRODUITS INDUSTRIELS ET COMMERCIAL (SONIMEP), importation et exportation de tous produits industriels et commerciaux, N3 Av Chaouia Lot Lala Saaud Jamaa Rena,Meknes,33.895 : -5.554722200000015, 19071,Tribunal de Meknes, 001516832000003,Societe Anonyme, 200 000 
TEMTAIE IMPORT EXPORT, import export, 2 Quartier Tounsi Rue N4 Beni Makada,Tanger-Assilah,35.746434 : -5.808113, 7945,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
FIDA PLASTIC (STE EL), preparation matieres plastique, Lot 127 Cite Baraka,Casablanca,33.570984075 : -7.5356352156, 78981,Tribunal de Casablanca,,Societe Anonyme, 200 000 
MAIN DE LAINE, fabricant de vetements confectionnes, Hay Yasmina 4 Rue 65 N27 Ain Chok,Casablanca,33.532723 : -7.617047, 97271,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
LES JARDINS DE LA BOBANNERIE, entrepreneur a la gestion d'exploitation commerciale (maison d'hotes), Bd 11 Janvier Imm Atlassi A2 App 12,Marrakech,31.64478 : -7.98685, 25559,Tribunal de Marrakech, 000201214000095,Societe a Responsabilite Limitee, 10 000 
AVIMCO (AVIMCO), aviculteur entrepreneur de constructions metalliques, Rue Sidi Youssef N15,Rabat,34.009203 : -6.860685, 27553,Tribunal de Rabat,,Societe Anonyme, 30 000 
MAGHREBINE DE VERRE (MANUFACTURE) (MANUVER)," fabrication du verre pour tous usages et ttes applications, acquisition, creation, mise en valeur de ttes installations industrielles, cles...", Bd De La Gotha Sidi Moumen,Casablanca,33.588612 : -7.531633, 29637,Tribunal de Casablanca,,Societe Anonyme, 5 000 000 
PRODUITS CHIMIQUES METAUX ET MINERAIS (OMNIUM MAROCAIN) (OMNIMET)," negoce, transit et transformation des matieres premieres en general", 8 Rue De Bethune,Casablanca,33.58694440000001 : -7.6111111000000164, 20759,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
SOCIETE LOCATION DU MATERIEL DE TRANSPORT (SOLOMATRA), vente et location des materiels du transport + representant de commerce, 234 Rue Mustapha El Maani,Casablanca,33.5887 : -7.61643, 97187,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MARLAF ELECTRONIQUE, operations de maintenance et d'entretien electronique, 441 Lot Houria El Alia,Mohammedia,33.702852 : -7.372212, 1043,Tribunal de Mohammedia,,Societe a Responsabilite Limitee, 600 000 
VAP IMPEX AFRICAIN, vente en gros de pieces de cycles et de cyclomoteurs, 8 Avenue De La Gare,Meknes,33.896895 : -5.53884, 12759,Tribunal de Meknes,,Societe a Responsabilite Limitee, 500 000 
BOUGADIR, import export de tous produit, N8 Imm Karami Rue El Farabi Cite Dakhla,Agadir-Ida Ou Tanane,30.411826 : -9.552085, 6443,Tribunal de Agadir, 001460421000006,Societe a Responsabilite Limitee, 100 000 
ORIENTAL (CAISSERIES ET EMBALLAGES DE L') (CEMORI), fabrication de caisses d'emballages, 93 Av Hassan Ii,Berkane,34.923389 : -2.318098, 295,Tribunal de Berkane,,Societe Anonyme, 100 000 
NORD AFRICAINE DE CONFECTIONS (STE INDUSTRIELLE), fabrique de charcuterie conserves et salaisons, 244 Bd My Youssef,Casablanca,33.58694440000001 : -7.6111111000000164, 4569,Tribunal de Casablanca,,Societe Anonyme, 2 000 000 
OLIVES OIL CURED OF MOROCCO, marchand de conserves alimentaires en gros, Commune Sidi Boubker,Jerada,34.309322 : -2.161738, 15913,Tribunal de Oujda, 001454610000054,Societe a Responsabilite Limitee, 1 350 000 
EVROTUBE (STE), negoce, Angle Route D'azzemour Et De Sidi Abderrahmane,Casablanca,33.577174 : -7.673414, 90989,Tribunal de Casablanca, 001430147000082,Societe a Responsabilite Limitee, 100 000 
SANI BEN AZZI, travaux plomberie, Derb El Kheir Rue 25 N 26 Ain Chok 20153 Ain Chock Hay Hassani,Casablanca,33.55672 : -7.667043, 158491,Tribunal de Casablanca, 001719513000065,Societe a Responsabilite Limitee, 100 000 
STE SPECIALISEE EN GESTION ET TECHNIQUE PRIVEE," etablissement prive, specialise en gestion, comptabilite des entreprises, finances, marketing, automatisme, electricite maintenance informatique, et technique privee.", Avenue Al Masjid Fark Al Ahbab 2e age N,Taroudannt (M),30.474275 : -8.877693, 1101,Tribunal de Taroudant,,Societe a Responsabilite Limitee, 12 000 
ISLANE PHOTO," exploitant magasin pour les travaux photographies, import export", Bd Mohamed V Pres De Koutoubia N279,Marrakech,31.6333333 : -8, 7299,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
INDUSTRIELLE ET COMMERCIALE D'IMPORTATION ET D'EXPORTATION (STE)," toutes operations mobilieres, immobilieres, industrielles, commerciales", 4 Rue De Metz,Casablanca,33.58543 : -7.60851, 33279,Tribunal de Casablanca,,Societe Anonyme, 200 000 
ABOU EL FARAJ (TRANSPORTS ET SERVICES DIVERS), transport publics et de marchandises, Depot Abou El Faraj Route De Marrakech,El-Jadida,33.217475 : -8.492229, 1223,Tribunal de Eljadida, 001912540000049,Societe a Responsabilite Limitee, 100 000 
SOREP (SOREP)," le commerce, la representation la construction d'immeubles toutes affaires industrielles", Pasadena Villa Amelotti,Tanger-Assilah,35.76025 : -5.782748, 2303,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
AL AHMAD LILFILAHA," mise en valeur des terrains agricoles, importation du materiel agricole", Massira 1 C Ndeg 521,Marrakech,31.6333333 : -8, 11159,Tribunal de Marrakech, 001456898000067,Societe a Responsabilite Limitee, 100 000 
FIRST HOUSE COMPANY," promoteur a la construction d'immeubles, lotisseur"," 2, Rue 25, Hay El Hana",Casablanca,33.58694440000001 : -7.6111111000000164, 58325,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MERCURE (STE COMMERCIALE) (PLASTISOL), fabrication et vente de tous produits se rapportant a l'industrie des plastiques, 32 Rue Ledru Rollin,Casablanca,33.58694440000001 : -7.6111111000000164, 22149,Tribunal de Casablanca,,Societe Anonyme, 5 000 
ELEPEMAC (ELEPEMAC), entrepreneur de batiment, Sidi Othman Bloc 52 N11,Casablanca,33.555903 : -7.552163, 57007,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 75 000 
MAROC ORIENTAL (STE D'ENTREPRISE DU)," fabrication, transformation, commerce en general de tous materiels et materiaux, exploitation de ttes mines et carrieres, ttes oper financieres", 54 Bd Foch,Oujda-Angad,34.6866667 : -1.91138890000002, 5265,Tribunal de Oujda,,Societe a Responsabilite Limitee, 30 000 000 
A. SILVA MATOS MAROC (STE), construction metallique import export, 19 Bis Rue Jaber Bnou Hayane 21000,Casablanca,33.59555 : -7.626726, 93241,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
AMAL," travaux de genie civil tr et prive, etudes et projets de construction", Hay Iziki Askejour Rue Laayoune Ndeg 571,Marrakech-Medina (AR),31.59109 : -8.049945, 4349,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 100 000 
ORIMAT (ORIMAT), entreprise de travaux divers, Rue De Tayret Lot Saidi N5,Oujda-Angad,34.665661 : -1.890045, 15029,Tribunal de Oujda,,Societe a Responsabilite Limitee, 100 000 
TELDI MATERIAUX," marchand de materiaux de construction, exploitant de cancers", Zone Industrielle De Tassila,Agadir-Ida Ou Tanane,30.354672 : -9.533502, 169,Tribunal de Inzegane,,Societe Anonyme, 1 200 000 
CARRIERE DE L'ORIENTAL (STE LES)," exploitation de toutes carrieres, extraction de gravillon et sable pour la construction et les travaux publics, prise de participation ...", 185 Bd Ibn Tachfine,Nador,35.1666667 : -2.9333332999999584, 2107,Tribunal de Nador,,Societe Anonyme, 10 000 
ARCHILAPS, travaux de construction et de batiment, Rue Achaari Imm 2 Appt 25,Rabat,34.006189 : -6.84762, 61799,Tribunal de Rabat,,Societe a Responsabilite Limitee a Associe Unique, 104 500 
AMIRA TRANSACTION, le developpement et la promotion des affaires marchand importateur, 172bis Rue Michel De L'hopital Rn,Casablanca,33.59886 : -7.58389, 55595,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
ASSAMSARAH, import-exort negociant, Angle Rue De Provins Et Rue De Lille Casa,Casablanca,33.592067 : -7.600887, 116475,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
TANARI (TANNERIE ARISANALE), tannerie de cuir, 54 Rue Imam El Aouzai,Casablanca,33.57724 : -7.64153, 45579,Tribunal de Casablanca,,Societe Anonyme, 100 000 
RADWAN TEX," exploitant un ets pour la preparation de matieres plastiques, imprimeurs d'etoffes", 305 Quartier Industriel Route De Marrakech El Jadida,Casablanca,33.52874 : -7.67861, 42909,Tribunal de Casablanca,,Societe Anonyme, 100 000 
PLUTON (STE) (PLUTON), acquisition exploitation mise en valeur de tous immeubles, Angle Rue De Thiancourt Et Rue Yves Gay,Casablanca,33.585868 : -7.621135, 20017,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
PASSION DE MODE, vente pret a porter, 13 Rue Ibnou Hilal Quartier Racine Bureau N 5,Casablanca,33.58694440000001 : -7.6111111000000164, 150003,Tribunal de Casablanca, 000027021000067,Societe a Responsabilite Limitee a Associe Unique, 50 000 
ZAZDIS, boulangerie - patisserie - traiteur, Bd Said Boujemaa N 10 Imm Gremeret Hay My Rachid 1,Casablanca,33.56635 : -7.546833, 144695,Tribunal de Casablanca, 000015210000028,Societe a Responsabilite Limitee, 800 000 
MENUISERIE MNICHER, menuiserie, 67 Bd Nador Al Fida,Casablanca,33.557109 : -7.611259, 145989,Tribunal de Casablanca, 001755229000010,Societe a Responsabilite Limitee a Associe Unique, 100 000 
SAIARH ET BEN CHEMSI (CABINET D'ASSURANCES ET REPRESENTATION), cabinet d'assurances et representation, 4 Zenkat Paris,Meknes,33.897139 : -5.547794, 16685,Tribunal de Meknes,,Societe en Nom Collectif, 30 000 
ROSY (ROSY), marchand effectuant import-export, Rue Ait Baamrane 3e Etage N19 N6,Casablanca,33.58694440000001 : -7.6111111000000164, 73469,Tribunal de Casablanca,,Societe Anonyme, 10 000 
ROCHD (STE), achat vente production conditionnement transformation et la distribution de produits d'hygiene et d'entretien, 34 Rue Omar El Khayam,Casablanca,33.593612 : -7.58423, 44841,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
SOCIETE TIMOUAL SARL," import export, negoce, travaux divers ou construction, transport, vente et location des engins", Hay Nakhla Rue 4 N 7 Souk Sebt,Beni Mellal,32.3394444 : -6.3608332999999675, 929,Tribunal de Fkih Ben Sallah,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
MOUSSEM (STE)," exploitant un etablissement indutriel pour la fabrication de vetements confectionnes, marchand effectuant import-export", Rue Moulay Slimane Residence Al Mansour Ap N5 2eme Etage,Rabat,34.015049 : -6.832719999999995, 28613,Tribunal de Rabat,,Societe Anonyme, 50 000 
LOCAMAR (LOCAMR), location de voiture, 357 Bd Mohamed V,Casablanca,33.59343 : -7.60167, 55055,Tribunal de Casablanca,,Societe Anonyme, 100 000 
ATIEX, marchand effectuant import export - negociant, 321 Bd Oued Daoura Lot Chahdia El Oulfa,Casablanca,33.547385 : -7.68195, 115647,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000 
HIPPOCAMPE (L'), achat vente import-export produits animauix viande oiseaux poissons etc, Carrefour Mers Sultan N61,Casablanca,33.58694440000001 : -7.6111111000000164, 23319,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 24 000 
ETABLISSEMENT SANABIL AL KHAIR, enseignement prive et formation professionnelle, Centre Social Arrahma Lot Al Massira 1,Temara (M),33.929956 : -6.91434, 60889,Tribunal de Rabat, 000194596000010,Societe a Responsabilite Limitee, 3 000 000 
ALCONEJ MAROC, exploitation et commercialisation des produits agricoles.," Avenue Bir Anzarane, Immeuble Nejjai, Route De Tanger.",Souk El Arbaa (M),34.26406100000001 : -6.578296000000023, 24331,Tribunal de Souk Larbaa,,Societe Anonyme, 200 000 
SAUDIA PAPIERS," achat, vente transformation de papiers et cartons uses", 16 Rue Foucauld,Casablanca,33.59673 : -7.61523, 44151,Tribunal de Casablanca,,Societe Anonyme, 100 000 
FORPID (STE), marchand ou intermediaire effectuant importation et exportation, Rue Oqbah N26,Rabat,33.938788 : -6.822504, 30917,Tribunal de Rabat,,Societe Anonyme, 100 000 
BARAQ," fabrication, commercialisation de bateaux, caravanes et autres", 25 Bd Mohamed V,Tanger-Assilah,35.470135 : -6.029685, 3699,Tribunal de Tanger,,Societe Anonyme, 10 000 
WADI METAL, import-export negoce international, 136 Rue 17 Hassania Iii,Casablanca,33.555903 : -7.552163, 62123,Tribunal de Casablanca,,Societe Anonyme, 100 000 
SOTRAGOUD, entrepreneur de transport de marchandises, 22 Rue 30 Hassania 2,Casablanca,33.58694440000001 : -7.6111111000000164, 142127,Tribunal de Casablanca, 001430974000063,Societe a Responsabilite Limitee a Associe Unique, 100 000 
COMPLEXE TOURISTIQUE CHEZ BOUYAKHEF, exploitant d'hotel et restaurant, Les Gorges De Todgha,Tinghir (M),30.91987 : -6.8935390000000325, 1393,Tribunal de Tinghir,,Societe a Responsabilite Limitee, 500 000 
SOCIETE MARFAG 98, le negoce et l'import export en general, Sidi Alla Tazi Douar Mtarfa Mograne Caidat Ameur,Kenitra,34.257394 : -6.590154, 27191,Tribunal de Kenitra, 001436689000085,Societe a Responsabilite Limitee a Associe Unique, 100 000 
ENGINEERING BUILDING CONSULTANT (EBC), tenant un bureau d'etudes, 201 Bd Bordeaux 7eme Etage Appt. 705,Casablanca,33.59999 : -7.63736, 69817,Tribunal de Casablanca,,Societe Anonyme, 820 000 
AMINBAT (AMINBAT), entrepreneur de travaux divers promoteur immobilier, Bd El Joulan N182 Cite Djemaa,Casablanca,33.54366 : -7.56134, 63177,Tribunal de Casablanca,,Societe Anonyme, 20 000 
FABRICATION DE PAPIERS ET CARTONS (STE POUR LA) (FAPAC)," fabrication, commercialisation des papiers et cartons et de tous articles en papier et carton, achat, vente ttes matieres premieres et tous prdt", Piste De Taddert Bd Panoramique,Casablanca,33.58694440000001 : -7.6111111000000164, 29119,Tribunal de Casablanca,,Societe Anonyme, 1 500 000 
MAROCAINE DE BAS ET TEXTILES (MANUFACTURE) (MARBATEX), etablissement et exploitation d'unsine pour la fabrication de bas et de textiles, 74 Bd Gambetta,Casablanca,33.58652 : -7.61093, 17051,Tribunal de Casablanca,,Societe Anonyme, 10 000 
MERTSCHER MAROC, import-export, Hay Essalam Sect 5,Sale,34.036539 : -6.80378, 649,Tribunal de Sale,,Societe a Responsabilite Limitee, 10 000 
SOPRAG (SOPRAG), marchand effectuant import-export, Route De Mediouna N766,Casablanca,33.564944 : -7.595563, 81457,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MAROCAINE DE PRESTATION DE SERVICES (STE) (SP SERVICE), prestation de services sous toutes formes la fourniture de toutes main d'oeuvre temporaire, 12 Rue De Varsovie,Casablanca,33.58694440000001 : -7.6111111000000164, 34537,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 70 000 
TOULAL (POTERIE BRIQUETERIE MECANIQUE DE), fabrication des poteries horticoles et autres briques tuiles et tous produits ceramiques, Route De Meknes-rabat,Meknes,33.899219 : -5.49899, 10447,Tribunal de Meknes,,Societe a Responsabilite Limitee, 3 200 000 
LEENA (STE) (LEENA), commerce en general de tous vetement (suivant details dans statuts), 8 Rue Lieutenant Berger,Casablanca,33.58874 : -7.61986, 36763,Tribunal de Casablanca,,Societe Anonyme, 10 000 
BEN AMI ARTISANAL, marchand effectuant import-export, Avenue Des Far Rue Ilyas Ibn Mouaouia N103,Fes,34.0411 : -5.01316, 17265,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000 
GESTION D'ETUDES DE TRAVAUX PUBLICS ET DE BATIMENT (STE DE) (SOGETRABA), gestion de toutes affaires et ese immobilieres et de construction etude de tous programmes de travaux publics ou prives..., 34 Bd De Marseille,Casablanca,33.601844 : -7.630466, 26691,Tribunal de Casablanca,,Societe Anonyme, 200 000 
IDHALI (IDHALI), exploitation carrieres commerce materiaux de construction entrepreneur de travaux de construction, Km 3 Route D'agadir,Tiznit,29.689059 : -9.710638, 487,Tribunal de Agadir, 001560621000033,Societe a Responsabilite Limitee, 7 000 000 
CASTILLO IMPEX, import export, Hay Mly Rachid Bloc 1 N 135,Laayoune,27.158503 : -13.207882, 5295,Tribunal de Laayoune,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
EASY SOFT DRINKS, import-export, 40 Bd Mohamed V Bloc A Appt N4,Tanger-Assilah,35.470135 : -6.029685, 27547,Tribunal de Tanger, 000226423000004,Societe a Responsabilite Limitee a Associe Unique, 100 000 
TRANSAFRICAINE DE TRANSIT ET DE MENAGEMENTS (STE) (STD)," toutes operations de demenagement garos meubles toutes operations de transports et exploitation d'agence de voyages, operations de transit", 20 Rue Mansard,Casablanca,33.580635 : -7.628141, 28673,Tribunal de Casablanca,,Societe Anonyme, 50 000 
BAKALI AHMED TRANS," la societe a pour objet principal : - l'entreprise generale de transports nationaux et internationaux de marchandises, affretements, groupage et camionnage de toute nature, sous toutes formes et par tous moyens, ainsi que toutes operations s'y rattachant directement. - l'exercice de la profession de commissionnaire en transport de marchandise. - la manutention et la manipulation de tous produits, engins et vehicules, le depotage et l'empotage des camions et des containers, le transbordement de tous genres de produits, d'articles, de marchandises ainsi que le chargement et le dechargement de toutes sortes de navires, de chalutiers, l'approvisionnement des navires de vivres, produits d'entretien, de pieces de rechange, de combustible, de lubrifiant, de fuel et tous les articles demandes par ces navires quels que soient leur specialisation (navires de guerre, yacht, paquebots, butaniers, etc ...) - la consignation de marchandises, des navires, des camions, des remorques et des voitures. -", Bouhout 2 Rue 77 Ndeg37 Etage 2,Tanger-Medina (AR),35.746434 : -5.808113, 32991,Tribunal de Tanger, 000099642000058,Societe a Responsabilite Limitee a Associe Unique, 120 000 
MARRAKECH (HOTELIERE LE), exploitation de tous hotels auberge restaurant etc, Rond Point De La Liberte,Sale,34.0456478 : -6.8024781, 4133,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 640 000 
MAROCAINE DE MATERIEL SCOLARE D'ENSEIGNEMENT ET DE BUREAU (COMPTOIR) (COMASEB), marchand importateur, 3 Rue Imam El Ouzai Bd Yacoub El Mansour,Casablanca,33.576753 : -7.640642, 48487,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MEDPAR HOLDING, gestion toutes valeurs mobilieres., Circuit Touristique De La Palmeraie Boite Postale 1488,Marrakech-Medina (AR),31.624961 : -7.992414, 10947,Tribunal de Marrakech, 000535323000055,Societe Anonyme, 300 000 
ARTENOVA (ARTENOVA)," marchand effectuant importation exportation - achat, vente, fabrication, commercialisation tous objet d'art d'ameublement, et de decor."," 80 Bis, Boulevard Zerktouni",Casablanca,33.582695 : -7.6186, 54347,Tribunal de Casablanca, 001657992000007,Societe a Responsabilite Limitee a Associe Unique, 100 000 
3A TELECOMMUNICATION, vente de machines de bureau, 14bis Rue Hassane Hay El Hana,Casablanca,33.576911 : -7.661817, 92177,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 120 000 
