Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
WAFA PHONE," marchand exploitant teleboutique, parfumerie, import-export et export de tous materiels informatique et bureautique", 238 Bloc L Ouled Oujih,Kenitra,34.257394 : -6.590154, 27305,Tribunal de Kenitra,,Societe en Commandite Simple, 160 000 
REMCO INTERNATIONAL, import-export et negoce international," 30, Rue D'avesnes Imm. B 4e Etage",Casablanca,33.59455 : -7.60109, 97781,Tribunal de Casablanca, 001428506000060,Societe a Responsabilite Limitee, 1 000 000 
DI GIACOMO ET AZZARO (AMEUBLEMENT), fabrication et commerce de meubles, 190 Rue Aviation Francaise,Casablanca,33.58542 : -7.62096, 4077,Tribunal de Casablanca,,Societe en Nom Collectif, 25 000 
TRADIVIMEX, travaux divers import export, 43 Angle Rues El Amira Aicha Et Maamora Appt N 31,Kenitra,34.262989 : -6.579585, 30195,Tribunal de Kenitra, 000049232000024,Societe a Responsabilite Limitee, 100 000 
METTALICA MONTAGE, marchand effectuant import-export, Rue Hoummane El Fetouaki N55 Mag N20,Casablanca,33.58694440000001 : -7.6111111000000164, 80845,Tribunal de Casablanca,,Societe Anonyme, 500 000 
MARRAKECH (DE FABRICATION DE CHAUSSURES DE), fabrication de chaussures, Rue Abou Bakr Seddik Qi,Marrakech,31.626741 : -8.017598, 4609,Tribunal de Marrakech,,Societe Anonyme, 1 000 000 
OBLADI OBLADA, patisserie boulangerie, Bd Grande Ceinture Rue 8 Ndeg 40 Lot Mouahidine Hay Mohammadi,Casablanca,33.583825 : -7.556961, 117487,Tribunal de Casablanca, 000035798000059,Societe a Responsabilite Limitee, 100 000 
FOUILLE INDUSTRIELLE (STE LA), marchand effectuant import-export, Chemien Ds Dahlias Angle Chemin Des Galieuls Ain Sebaa,Casablanca,33.587757 : -7.54068, 68907,Tribunal de Casablanca, 000527906000009,Societe a Responsabilite Limitee, 40 000 
OXYGENE TOURS," transport touristique, la restauration dans toutes ses formes, l'organisation, l'execution, la preparation et la fourniture de toutes les prestations necessaires a la restauration et plus generalement, toutes operations commerciales, financieres, mobilieres ou immobilieres se rattachant directement", N 39 Rue Aglou Hay Salam,Agadir-Ida Ou Tanane,30.40316 : -9.552745, 10849,Tribunal de Agadir, 000075418000035,Societe a Responsabilite Limitee, 100 000 
MECHICHE ASSURANCES, agent d'assurances, Rue De La Maamora N48,Kenitra,34.2579 : -6.58231, 24945,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 400 000 
SAMOORA ENTREPRISES, import export produit materiel agricole," 22, Rue De La Holland",Tanger-Assilah,35.77889 : -5.814295, 14931,Tribunal de Tanger,,Societe Anonyme, 100 000 
CASA ROULEMENTS (STE)," marchand pieces detachees pour autos, marchand pieces detachees de cycles", 11 Rue Sfakes,Casablanca,33.586355 : -7.610235, 82249,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
MAROC (STE COMPRESSEURS), commerce generale import export de tout materiel industriel d'enregistrement, 27 Rue De Rouen Casablanca,Casablanca,33.58694440000001 : -7.6111111000000164, 14393,Tribunal de Casablanca,,Societe Anonyme, 500 000 
AJDIR (STE TOURISTIQUE), agences de voyage, 5 Bd Hassan Ii,Al Hoceima,35.241242 : -3.93035, 6D,Tribunal de Alhoceima,,Societe Anonyme, 10 000 
PROMI (PROMI), fabrication et commerce de produits chimiques et industriels, 9 Rue Abou Moussa Al Jazouli,Casablanca,33.5843 : -7.64031, 43475,Tribunal de Casablanca,,Societe Anonyme, 10 000 
VIASUR, vente de viande en gros, Rue Abou Baker El Wahrani 80 La Villette 20300 Ain Sebaa,Ain-Sebaa (AR),33.58694440000001 : -7.6111111000000164, 139759,Tribunal de Casablanca,,Societe en Nom Collectif, 100 000 
MAGHREBINES DE FOURAGE ( CONSTRUCTIONS) (COMAFOR)," ese de travaux publics, genie civil et batiment ainsi que l'exploitation de carrieres, execution de tous travaux de forages aussi bien pour....", Zone Industrielle Oukacha Rue E,Casablanca,33.601564 : -7.545368, 35563,Tribunal de Casablanca,,Societe Anonyme, 400 000 
DOMAINE LAGHDIRA DE L'ELEVAGE FERMUE LE VEAU D'OR, nourisseur de vaches, Amal 1 Rue 30 N37 1er Etage S/b,Casablanca,33.5700328844 : -7.59369731945, 89573,Tribunal de Casablanca,,Societe en Nom Collectif, 30 000 
CORSELEC (CORSELEC)," equipement electriques, electroniques", 57 Bd Abdallah Ben Yacine,Casablanca,33.58993 : -7.5965, 51175,Tribunal de Casablanca,,Societe Anonyme, 600 000 
ETUDE ET DE REALISATIONS DES TRAVAUX DE GENIE CIVIL D'ELECTRICITE ET DE TRAITEMENT DES EAUX (STE D') (SERGELTRE)," entrepreneur d'installations electriques, exploitant un ets pour la fabrication d'appareillage de traitement des eaux, marchand effectuant import-expo", Lotissement Abi Houraira N 10 Temara,Skhirate- Temara,33.929956 : -6.91434, 45181,Tribunal de Rabat, 001799154000054,Societe a Responsabilite Limitee, 200 000 
GESTION ET DE PROMOTION INDUSTRIELLE ET COMMERCIALE (CIE DE) (COGESPAR)," toutes operations financieres, commerciales industrielles minieres, agricoles, mobilieres et immobilieres", 83 Rue Emir Abdelkader,Casablanca,33.26244 : -8.5069, 955,Tribunal de Casablanca,,Societe Anonyme, 1 500 000 
AGREAGE DE SURVEILLANCE ET DE TRANSIT (STE D') (SAST), toutes operations de transit agreage surveillance transports maritimes terrestres aeriens et commerce de tous produits et marchandises, 296 Boulevard De La Gare,Casablanca,33.61094 : -7.52826, 16899,Tribunal de Casablanca,,Societe Anonyme, 100 000 
SUD (STE D'EQUIPEMENT GENERAL DE CONSTRUCTION DE) (SEGECOS), ese generale et vente de tous materiaux de construction, 8 Rue Mohamed El Hansali,Errachidia,31.9319444 : -4.42444439999997, 1013,Tribunal de Errachidia,,Societe a Responsabilite Limitee, 500 000 
ALTROIS (ALTROIS), realisation d'investissements financiers dans le domaine de l'industrie de l'aluminium gerer le portefeuille acquis etudier etc..., 48 Bd Ba Hmad,Casablanca,33.59191 : -7.58951, 41181,Tribunal de Casablanca,,Societe Anonyme, 5 500 000 
INTER SHOES, fabrication de chaussure," Zone Inustrielle Route De Tetouan, Allee 3 Lot 81",Tanger-Medina (AR),35.735182 : -5.765796, 23237,Tribunal de Tanger,,Societe a Responsabilite Limitee, 735 000 
MOHITE CHAUDRONNERIE, chaudronnier, Bloc 68 N51 Sidi Bernoussin,Casablanca,33.610869 : -7.504093, 81091,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000 
ANCHOR TAUK SERVICE, entreprise de reparation et d'entretien des navires, 2 Bd Des Almohades Les Chantiers Navals,Casablanca,33.599548 : -7.613775, 61589,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 60 000 
MAROCAINE TOURISTIQUE DE RESTAURATION BELFORT, l'exploitation et la gestion de restaurant touristiques, 26 Rue Belfort,Casablanca,33.58666 : -7.61477, 60685,Tribunal de Casablanca, 002153532000025,Societe Anonyme, 300 000 
LE SEUIL," - la promotion immobiliere, location, achat et vente immobiliere ainsi que toutes autres transactions mobilieres et immobilieres ; - la fourniture et pose de tout ce qui est menuiserie soit en bois soit en aluminium - toute operation de negoce ce soit vente en l'etat soit apres transformation de tout ce qui peut etre utile aux travaux de construction d'immeuble et a l'amenagement des appartements ; - vente en detail de produits alimentaires, quincailleries et autres produits divers ; la gestion des loyers ; toutes operations commerciales et de negoce afferentes aux activites d - dessus."," Magasin Ndeg2, Lotissement Bouizagaren, Lot 3 & 4, Residence L'oasis, Route De Safi,",Marrakech-Medina (AR),31.66922 : -8.039231, 28995,Tribunal de Marrakech, 001517001000096,Societe a Responsabilite Limitee, 600 000 
PRONA," traitement de l'information, la conception, etude, analyse programmation de tous travaux", 33 Avenue Mangin,Rabat,34.00199 : -6.84562, 22057,Tribunal de Rabat,,Societe Anonyme, 10 000 
CLARA (VILLA), exploitation d'un fond de commerce d'hotel restaurant, Rue Du Caporal Beaux,Casablanca,33.588715 : -7.61156, 2461,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 175 000 
MAROCAINE (MARBERIE), marbrerie, Rue De Pelvoux,Casablanca,33.58694440000001 : -7.6111111000000164, 22221,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
EL SENSO PARA," toutes les operations commerciales se rapportant a la commercialisation de tout produit de parapharmacie, d'articles medicaux et orthopediques", Centre Commercial Elit Rue Tarik Ibnou Ziad,Marrakech,31.635327 : -8.011003, 23699,Tribunal de Marrakech, 001539996000031,Societe a Responsabilite Limitee, 10 000 
SEVITRA (SEVITRA), marchand effectuant importation et exportation, Avenue Al Istiqlal Appt 12 N42,Kenitra,34.2636 : -6.58141, 25863,Tribunal de Kenitra,,Societe Anonyme, 100 000 
ATLANTIC MENAGE," marchand importateur, marchand d'articles de menage", 75 Angle Rue Abdelkrim Diouri Et Rue Ibn Batouta,Casablanca,33.5922 : -7.61356, 150515,Tribunal de Casablanca, 000027296000014,Societe a Responsabilite Limitee, 1 000 000 
STE NATIONALE D'EQUIPEMENT ET DE CONSTRUCTION, entrepreneur de travaux divers ou construction, Au Ministere De L'habitat,Rabat,34.015049 : -6.832719999999995, 28163,Tribunal de Rabat,,Societe Anonyme, 150 300 000 
FORCE FER 19," reparation des appareils de chauffage, entretien des appareils de chauffage", 168-170 Ibnou El Ouannane Derb My Cherif,Casablanca,33.571117 : -7.6139, 78315,Tribunal de Casablanca, 000528005000052,Societe a Responsabilite Limitee, 200 000 
EREKA INDUSTRIE," l'etude, la fabrication, le montage, la peinture, la realisation et l'execution de tout ouvrage metallique etc"," 40, Rue Des Francais Roches Noires",Assoukhour Assawda (AR),33.601514 : -7.578239, 63275,Tribunal de Casablanca, 001704018000069,Societe a Responsabilite Limitee, 2 000 000 
YA KARIM DE PECHE (STE)," l'achat, la vente, la representation, la congelation, le traitement, l'industrie, la conserve de tous produits", N4 Rue Abdela Azzaqqaq,Casablanca,33.591657 : -7.602544, 62689,Tribunal de Casablanca,,Societe Anonyme, 500 000 
MAGHREBIENNE DE COMMERCE ET CONDITIONNEMENT (PEBIC)," commerce et conditionnement des fruits et primeurs, importation et exportation de tous produits et toutes operations commerciales", 47 Rue De Poissons,Casablanca,33.533333 : -7.583333, 27709,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
EIGHTSIDE, bureau d'etudes d'enquetes et de recherches, Arrondissement Al Bour Cercle 1 Sidi Brahim Douar Ouled Bel Aaguid-palmier,Sidi Youssef Ben Ali (AR),31.614215 : -7.969822, 17931,Tribunal de Marrakech,,Succursale, 100 000 
SUD (ALUMINIUM DU) (ALU SUD), entrepreneur de construction metalliques, Rue Jules Cesar,Casablanca,33.59988 : -7.584362, 44623,Tribunal de Casablanca,,Societe Anonyme, 1 000 000 
SOTRAMID, entr de transport de marchandises, Gr Des Figues Entree 5 3eme Etg Aptt 32 Hay Mohammadi,Casablanca,33.586466 : -7.560805, 143965,Tribunal de Casablanca, 000035609000021,Societe a Responsabilite Limitee a Associe Unique, 100 000 
AGADIR (STE D'EXPLOITATION BALNEAIRE DE THALASSOTHERAPIE D') (SESDIR), l'exploitation de centre de thalassotherapie et toutes operations financieres commerciales mobilieres qui s'y rattachant, Place Des Alaouites Immeuble Bnde,Rabat,34.016431 : -6.835039, 21117,Tribunal de Rabat,,Societe Anonyme, 10 000 
BATIRAK INVEST, 1/ promotion a la construction d'immeubles 2/ entrepreneur de travaux divers ou construction, 18 Rue De La Liberte 1er Etage Appt. Ndeg14,Marrakech,31.63571 : -8.01137, 21409,Tribunal de Marrakech, 001540231000088,Societe a Responsabilite Limitee a Associe Unique, 100 000 
PENTA TECHNOLOGIE, entreprise d'installation electriques, 34 Rue De Grenoble Roches Noires,Casablanca,33.60008 : -7.58737, 95589,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
CONFECTION ALAOUI, fabricant de vetements confectionnes, Hay Moulay Abdellah Rue 308 N22,Casablanca,33.5357220535 : -7.59348398049, 59859,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
IMPORTATION ET DE COMMERCIALISATION DE PRODUITS DE BASES (STE D') (SOIMCO), marchand importateur, Chajia Rue De La Foire N7,Agadir-Ida Ou Tanane,30.419307 : -9.594079, 1703,Tribunal de Agadir,,Societe Anonyme, 200 000 
STAR LEATHER, confection de vetement, Hay My Abdellah Rue 265 N23-25,Casablanca,33.544582 : -7.587666, 54813,Tribunal de Casablanca,,Societe Anonyme, 100 000 
OUM CHALOUBA (STE IMMOBILIERE)," promoteur a la construction d'immeubles, lotisseur, marchand de terrain et immeubles", 46 Av Des Far,Casablanca,33.56853 : -7.56009, 51237,Tribunal de Casablanca,,Societe Civile Immobiliere, 10 000 
ORVERT (ORVERT)," etude, amenagement, production, vente de produit agricoles", Lotissement Riad N19 Route D'el Jadida Bir Jdid,El-Jadida,33.371772 : -7.997957, 927,Tribunal de Eljadida,,Societe a Responsabilite Limitee, 20 000 
NOBEL TEXTILES CORPORATION (NOBEL TEX), la confection sous toutes ses formes, Zone Industrielle Route De Tetouan,Tanger-Assilah,35.735182 : -5.765796, 5717,Tribunal de Tanger,,Societe Anonyme, 10 000 
BENZEKRI INTERNATIONAL COMMUNICATION (BENICOM), representant de commerce, Rue Pyramid Belvedere N80,Casablanca,33.59387 : -7.591071, 83179,Tribunal de Casablanca, 001698853000038,Societe a Responsabilite Limitee, 100 000 
MANDIA BROD (STE)," confection, commercialisation, fabrication industrielle de tissu et tissage de tous vetements, tricotage, broderie et bonneterie", Bloc Codia 4 Rue 25 N28bis,Casablanca,33.586466 : -7.560805, 92925,Tribunal de Casablanca, 001429082000028,Societe a Responsabilite Limitee, 100 000 
MGARTO AGRO INDUSTRIE, import export et travaux divers, Lots Cooperative Al Amal N 115,Settat,33.001374 : -7.617374, 213,Tribunal de Ben Ahmed, 000069584000025,Societe a Responsabilite Limitee, 100 000 
ORANO-CHERIFIENNE MAZZELA SCOTTO ET CIE (STE DE NAVIGATION)," operations maritines en general, assurances, charbons, construction et reparation de navires", 126 Bd De La Gare,Casablanca,33.61094 : -7.52826, 1123,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 200 000 
FES (ESE DE CONSTRUCTION DE) (COFES), l'entreprise de tous travaux publics ou prives, 8 Bd Yacoub El Mansour,Casablanca,33.578665 : -7.636865, 41673,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
LIBRAIRIE LETTRE ET PLUME," la societe a pour objet tant au maroc qu'a l'etranger : - l'achat, la vente, la distribution, la representation, l'importation et l'exportation des livres, de tous articles et imprimes de bureau et de fournitures de librairie, d'imprimerie et de papeterie d'une maniere generale le commerce, l'industrie et le service se rapportant a tous produits, matieres ou travaux en relation avec les articles cites ci-dessus ; - la creation, l'acquisition et l'exploitation de toutes affaires de mobilier et materiel de bureau ; - la commercialisation de materiel informatique ; - l'organisation et la coordination de stage d'initiation au metier de librairie - l'organisation de manifestation a caractere culturel de facon generale - la participation ou la prise d'interets sous une forme quelconque, dans toutes entreprises ou societes ayant un objet similaire ou connexe ; et plus generalement, toutes operations immobilieres, mobilieres, industrielles, commerciales ou financieres susceptibles de favoriser"," 335, Angle Rue De Bapaume Et Boulevard Mohammed V, 7eme Etage",Casablanca,33.58694440000001 : -7.6111111000000164, 169149,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
BESTEL (BESTEL), fabricant de television," Km 12,500 Route 110 Bd Chefchaouni",Casablanca,33.607914 : -7.536169, 66091,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
ANATOLIA," importation et exportation e toutes marchandises, materiaux et autres, fabrication commercialisation et negoce de tous produis en bois et aluminium, la commercialisation d'accessoires pour les profiles en bois et en aluminium, la commercialisation de vitrage et tous produits quincaillerie, d'outilla", Residence Rosa Rue 12m Bd Monte Carlo Bourgogne,Casablanca,33.594211 : -7.630168, 98441,Tribunal de Casablanca, 000000228000052,Societe a Responsabilite Limitee, 2 000 000 
CAP-SIM (LA CONSERVERIE), fabricant de conserves, 22 Place Moulay El Hassan,Essaouira,31.512228 : -9.771916, 51,Tribunal de Essaouira,,Societe a Responsabilite Limitee, 10 000 
PENAV MAROC (PENAV MAROC)," l'achat, la vente, la location, la prise a baail, l'armement et l'exploitation de tous navires, toutes operations maritimes, aeriennes...", Tour Des Habous 1er Etage Plateau 14b,Casablanca,33.5735411363 : -7.63289751826, 43139,Tribunal de Casablanca,,Societe Anonyme, 2 000 000 
AIN (STE IMMOBILIERE AL), promoteur a la construction d'immeubles, Souissi Avenue Beni Znassen Clos Saint Maurice N65,Rabat,34.015049 : -6.832719999999995, 41953,Tribunal de Rabat,,Societe Anonyme, 18 500 000 
L'ETUDE MENTOR DE LA REGION DU GHARB," tenant un bureau d'etude, assistance - depannage", 19 Rue Amira Aiche Appt 11 Imm Bouamrani,Kenitra,34.262989 : -6.579585, 25669,Tribunal de Kenitra, 000165864000065,Societe a Responsabilite Limitee, 150 000 
MAGHREBINE DU CONTROL DES GRANDEUR INDUSTRIELLES (LA) (MCGI), entrepreneur d'installations electriques, 734 Houria 3 El Alia,Mohammedia,33.702852 : -7.372212, 1137,Tribunal de Mohammedia, 001509614000016,Societe Anonyme, 100 000 
INDEPENDANTE DES MESSAGERIES AERIENNES (CIE) (CIMA), tout ce qui concerne les transports aeriens, 85 Route De Camp Boulhaut,Casablanca,33.533333 : -7.583333, 10595,Tribunal de Casablanca,,Societe Anonyme, 425 000 
FRANCE-MAROC (STE DES SACHETS DE GRAINES) (SAGRAMMAC), commerce de graines en sachets sous marque (france-maroc), 53 Route De Rabat,Casablanca,33.533333 : -7.583333, 5803,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 4 000 
SAMITEL (STE), telecommunication, 116bis Derb El Ouafa,Casablanca,33.5836239714 : -7.56808802264, 93679,Tribunal de Casablanca, 001429085000044,Societe a Responsabilite Limitee, 100 000 
HEXAGON (STE) (HEXAGON), exploitation du brevet d'invention d'une carriere fabrication du materiel..., 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 23687,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 15 000 
TAKADDOUM (ESE MAROCAINE DE CONSTRUCTIONS) (EMACOSTA), entrepreneur de travaux divers ou constructions, Bloc 8 Groupe Errabia N49 Takadoum,Rabat,33.9836493998 : -6.82270843964, 25945,Tribunal de Rabat,,Societe Anonyme, 10 000 
GERMAR (CONFECTION), confection, 23 Rue De Fes,Tanger-Assilah,35.74627 : -5.80577, 5433,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000 
MODUS VIVENDI MAROC, marchand effectuant import-export fabricant de meubles, 43 Allee Des Phenise Ain Sebaa,Casablanca,33.61778 : -7.53983, 55507,Tribunal de Casablanca,,Societe Anonyme, 100 000 
MEDIC SQUARE, import et export de touts produits et materiels medical et plus generalement toutes operations financieres commerciales ou industrielles mobiliers ou immobiliers pouvant se rattachant directement ou indirectement a l'objet social ou a tous objets similaires ou connexes, Hay Lhajari N 79 Appt 1,Laayoune,27.158503 : -13.207882, 5283,Tribunal de Laayoune,,Societe a Responsabilite Limitee, 200 000 
THE BEST ADVENTURES," agence de voyages, organisation de voyage, excursion pour la chasse...", Rue Abdelkrim El Khattabi Imm Kamal N4 N100,Marrakech,31.656932 : -8.018042, 8695,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 200 000 
DUNLOP (STE ANONYME DES PNEUMATIQUES), pneumatique dunlop, Rue De La Martiniere Vn,Fes,34.03661 : -5.000365, 2350,Tribunal de Fes,,Societe Anonyme, 40 000 
WIJANMOD, confection a l'export, Residence Ennasr Bendibane 16 Ndeg9,Tanger-Medina (AR),35.755338725 : -5.822200134, 25419,Tribunal de Tanger,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
JACQUES ET PIERRE BLOCH, negoce de pierre precieuses fabrication de petite bijouterie, 115 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 27383,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 500 000 
HADIKA AL KHADRA (STE), park de jeux, 47 Bd Pasteur,Tanger-Assilah,35.78065 : -5.81139, 13903,Tribunal de Tanger, 001451717000080,Societe a Responsabilite Limitee, 100 000 
PARFUMA (STE) (PARFUMA), fabrication vente achat industrie et commerce de tout ce qui concerne la parfumerie savonnerie produits de beaute et d'hygiene, 19 Rue Pesaix Rn,Casablanca,33.58694440000001 : -7.6111111000000164, 15313,Tribunal de Casablanca,,Societe Anonyme, 100 000 
FRUTAS HORTICOLA," transformation, conseration, congelation, remplissage, emballage, negoce, remembrement, acquisition, location des terres agricoles...", Garet Bloc 6-7 Et 12 Arrouit,Nador,35.163757 : -2.920911, 2799,Tribunal de Nador,,Societe a Responsabilite Limitee, 100 000 
TARELEC ELECTRIC (STE), vente et achat articles electriques, Lot Al Mouahidine Bd De La Grande Ceinture N3 Hay Mohammadi,Casablanca,33.56524 : -7.58644, 57283,Tribunal de Casablanca,,Societe Anonyme, 100 000 
ULTRA TRADE," import, export representation et negoce", Lot Saada Ii 48 Bis Sidi Maarouf,Casablanca,33.52482 : -7.65048, 97021,Tribunal de Casablanca,,Societe en Nom Collectif, 79 000 
CONFECTION AL JAMAR, confection, Jirari Ii Rue 57 N1,Tanger-Assilah,35.746434 : -5.808113, 15037,Tribunal de Tanger,,Societe en Nom Collectif, 100 000 
LAVOMATIC SELF SERVICE," degraissage, lavage, nettoyage, sechage, repassage de tous vetement tissus, obtention exploitation de tous brevets participation ou operation", 77bis Rue D'azilal,Casablanca,33.592665 : -7.60567, 62701,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000 
CRISTALLYS LIMITED (STE) (CRISTALLYS), commerce de porcelaine cristallerie objets d'art etc, 21 Passage Sumica,Casablanca,33.594862 : -7.616286, 3103,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000 
AD ATELIER, entrepreneur de menuiserie, Route Bouknadel Km 11,Sale,34.033333 : -6.8, 543,Tribunal de Sale,,Societe a Responsabilite Limitee, 200 000 
HORIZONS IMMIGRATION CANADA, consultation en immigaration au canada traitement de dossiers d'immigration bureau de conseils en immigration, 222 Immeuble Anfa 2 Rue Nasseh Eddine Angle Brahim Roudani,Casablanca,33.58694440000001 : -7.6111111000000164, 117477,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 100 000 
ARABA BIJOUX (STE), fabrication et vente de bijoux, Hay Essalam N366,Meknes,33.894082 : -5.544582, 18667,Tribunal de Meknes,,Societe Anonyme, 400 000 
COOPERATIVE RMILA, conditionnement, Lot 230 Quartier Industriel Rte Biougra,Inezgane- Ait Melloul,30.32341 : -9.482482, 163,Tribunal de Inzegane,,Societe a Responsabilite Limitee, 1 370 000 
AZDOUFAT DE MATERIAUX DE CONSTRUCTION (STE), fabrication de materiaux de construction etc..., Route Principal 27 Km 3 Douar Maachou,Berkane,34.929075 : -2.318735, 147,Tribunal de Berkane,,Societe a Responsabilite Limitee, 100 000 
UNIVERSEL ENGINEERING CONSTRUCTION (UNIECOS), entreprise de construction tout corps d'etat, Residence Anfa 36b Bd D'anfa 2e Etage,Casablanca,33.59048 : -7.63742, 45383,Tribunal de Casablanca,,Societe Anonyme, 300 000 
OLEICOLE IDRISSIA (STE), conserve d'aliments et huile d'active,N/A,N/A,33.594516 : -7.628428, 6053,Tribunal de Tanger,,Societe Anonyme, 100 000 
TECHNIQUE INJECTION DIESEL (TID), reparation des pompes d'injection diesel, Derb El Youssoufia Rue 75 N110,Casablanca,33.5726111365 : -7.58857738209, 60749,Tribunal de Casablanca, 001514822000050,Societe a Responsabilite Limitee, 160 000 
DEFIMAROC (DEFIMAROC), tenant un bureau d'etude (communication et publicite), Espace Porte D'anfa 3 Rue Bab Al Mansour 1er Etage Batiment C 123,Casablanca,33.5897 : -7.64468, 83397,Tribunal de Casablanca,,Societe Anonyme, 2 180 000 
FARAH VIDEO CLUB L'OASIS, exploitant video club, 34 Rue Des Aviateurs Oasis,Casablanca,33.56258 : -7.63905, 52531,Tribunal de Casablanca,,Societe Anonyme, 100 000 
APPLICATIONS ELECTRO DOMESTIQUES (STE D'), etude recherche acquisition de tous brevets et lecences import export et commerce d'appareils electro menagers, 38 Rue Gallieni,Casablanca,33.580825 : -7.623784, 8125,Tribunal de Casablanca,,Societe Anonyme, 100 000 
DAR ESSALAM ET POSEIDON SHIPSTORES," negoce en general, achat, vente, l'import, commission, courtage, transport tous produits, mses, acquisition, export tous fonds de commerce", 189 Bd Emile Zola,Casablanca,33.59264 : -7.598815, 29491,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 50 000 
MISS WISSAL, import-export negoce de tous produits et articles confection et textiles travaux divers, C/o Riad Maille Lot Reda Zone Industrielle Et Corse,Safi,32.309897 : -9.232274, 1699,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000 
INDUSTRIELLE ET COMMERCIALE DE PRODUITS CHIMIQUE (STE) (INCOM), industrie et commerce general de produits chimiques de toutes natures, 31 Bd De La Gare,Casablanca,33.58694440000001 : -7.6111111000000164, 11293,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 250 000 
LAMA ASSURANCES, intermediaire d'assurance, Hay Amria 2 Lot Errahali N 10 Rdc,Beni Mellal (M),32.336179 : -6.355309, 7155,Tribunal de Beni Mellal, 000001195000036,Societe a Responsabilite Limitee, 100 000 
MAROCAINE TAREX DE NAVIGATION (STE) (SOTANOU), etude projet maritime, 33 Rue Du Prince Moulay Abdellah,Tanger-Assilah,35.464654 : -6.031691, 3143,Tribunal de Tanger,,Societe Anonyme, 10 000 
SOCIETE FOUNTY CLEAN," entrepreneur du nettoyage des hotels, appartements et magasin etc...", Lot Dakhla Ca Parcelle N12,Agadir (M),31.12001849999999 : -6.067919399999937, 6755,Tribunal de Agadir,,Societe a Responsabilite Limitee, 100 000 
SHIPPING MANAGEMENT (STE) (SHIMACO)," l'entreprise de toutes activites de peche maritime, la commerce en general le mareyage l'exportation le transport sous toutes formes...", 74 Ruue Dumont D'urville,Casablanca,33.5923 : -7.60448, 36059,Tribunal de Casablanca,,Societe Anonyme, 10 000 
CONSTRUCTION ET DE DISTRIBUTION DE PRODUITS INDUSTRIELS (STE DE) (SODIPRIN)," fabrication, construction, usinage et distribution de produits industriels", 1 Rue Franchet D'esperey,Casablanca,33.58762 : -7.6171, 7209,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 1 000 
JACQUES G. COHEN (ETS), representations generales, 66 Rue Allal Ben Abdellah,Tanger-Assilah,35.77703 : -5.81216, 867,Tribunal de Tanger,,Societe Anonyme, 10 000 
FEHMI ET CONSORTS (ESE DE TRAVAUX PUBLICS) (ENTRAPFEC), ese de travaux divers, 48 Route Sefrou,Fes,34.033333 : -5, 16961,Tribunal de Fes,,Societe a Responsabilite Limitee, 150 000 
STUDIO 44, exploitant atelier photographique, Ndeg 3411 Taddart Anza,Agadir (M),30.427755 : -9.598107, 24521,Tribunal de Agadir, 001567883000093,Societe a Responsabilite Limitee, 100 000 
HIPPOBYTE ET REME PITALOGUE FRERES (STE), exportation importation de marchandises diverses, 2 Rue Jacques Bainville,Casablanca,33.533333 : -7.583333, 4763,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 75 000 
STE NOUVELLE DES ANCIENS ETABLISSEMENTS BOUZINE (S.N.A.E.B), fabricants de conserves alimentaires., Bd Du 18 Novembre Quartier Industriel,Agadir (M),31.12001849999999 : -6.067919399999937, 591,Tribunal de Agadir,,Societe Anonyme, 10 800 000 
OGNIN CONFECTION, broderie tricotage confection, Bd Mohamed V Imm Kamal Cherki 1er Etage Appt 4,Beni Mellal,32.33328 : -6.360882, 297,Tribunal de Beni Mellal,,Societe Anonyme, 100 000 
